CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,SSN,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,ROUTING_NUMBER,ACCT_NUMBER,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID
A00000020,PLC00002844,19-02-2011,12-06-2020,12-06-2020,Property,189.56,100,Alexis Moore,"Unit 9815 Box 5772
DPO AA 65172","647 Jones Junctions
West Stevenmouth, TX 66302",Nelsonfurt,CA,86007.0,862-67-1878,Y,29,119,Y,3,H,Rent,MI,19823007,CMSR56276059445361,High School,A,Minor Loss,Police,1.0,1.0,GA,Montgomery,0,AGENT00207,None
A00000021,PLC00003783,04-01-2015,07-06-2020,05-06-2020,Property,143.82,3664,Miranda Gardner,"635 Butler Loop
Port Jennifer, MT 71962","08754 Robles Flat
Port Donnamouth, IN 02053",New Samuel,CT,64804.0,686-63-6813,N,31,119,Y,2,H,Rent,HI,21972404,WYTL24191463861325,College,A,Major Loss,Police,1.0,1.0,DC,Anchorage,0,AGENT00299,VNDR00243
A00000022,PLC00007469,26-05-2019,24-06-2020,20-05-2020,Travel,9.41,77674,Ricky Cameron,"5104 John Fall Apt. 195
East Elizabeth, PA 10943","8584 Gray Skyway
Port Karenfurt, AR 11458",Port Johnmouth,GA,76015.0,034-61-1223,N,30,118,Y,4,L,Rent,MI,25112961,JBIB08752739854493,High School,A,Total Loss,None,0.0,1.0,MA,Louisville,5,AGENT00719,VNDR00066
A00000023,PLC00007834,27-09-2015,17-05-2020,26-06-2020,Mobile,77.49,2514,James Shaw,"510 Estrada Forest Apt. 400
North Cody, VA 33623","7009 Sanford Place Apt. 296
Carmenmouth, ND 04155",West Jacob,GA,8288.0,771-73-0979,Y,59,15,Y,5,L,Own,LI,48297012,JOTR57737728231799,Masters,D,Minor Loss,Police,1.0,1.0,AZ,Montgomery,6,AGENT00864,VNDR00171
A00000024,PLC00008827,16-10-2019,23-05-2020,08-06-2020,Life,106.09,14206,Shelley Wallace,"631 Antonio Key
North Rhonda, DE 68900","6694 Novak Via
East Debra, MS 82597",Jeffreybury,CA,91899.0,320-83-4541,N,54,71,Y,6,M,Mortgage,MI,86956768,INCT55371054126858,Bachelor,A,Minor Loss,Other,0.0,1.0,AZ,Burlington,11,AGENT00353,None
A00000025,PLC00002796,25-12-2016,04-06-2020,16-06-2020,Motor,173.06,100,David Coleman,"3377 Kimberly Avenue Apt. 323
Joneschester, SC 92967","62472 Benjamin Walk
Kimberlyhaven, DE 76597",Carolynburgh,GA,7796.0,570-81-9012,N,35,119,Y,2,M,Rent,MI,-224243,VAIK00296925027804,Bachelor,A,Minor Loss,Other,1.0,1.0,AR,Savannah,1,AGENT01068,None
A00000026,PLC00002085,27-05-2020,27-05-2020,29-05-2020,Life,163.56,6742,Melissa Barker,"191 Matthews Circle Suite 030
North Aprilburgh, MI 98017","46281 William Underpass Apt. 645
Elizabethburgh, CA 26384",Lake Melissa,CO,16008.0,555-88-2027,Y,42,96,Y,6,L,Rent,HI,-11499007,UOFK16971290056341,Bachelor,A,Minor Loss,Police,1.0,1.0,DC,Savannah,2,AGENT00595,VNDR00412
A00000027,PLC00009575,13-10-2019,23-05-2020,04-06-2020,Health,165.2,5227,Tyler Pittman,"159 Ethan Circles
East James, CA 00954","16443 Marcus Locks Suite 978
West James, NM 08934",South Randymouth,AZ,96224.0,099-80-2815,N,27,119,Y,2,M,Rent,MI,10965936,MZOL42775749208604,Bachelor,A,Minor Loss,Ambulance,1.0,0.0,CT,Fayetteville,1,AGENT00088,None
A00000028,PLC00002494,08-02-2016,18-06-2020,27-06-2020,Travel,108.91,10840,Amy Cameron,"USS Harrison
FPO AE 11979","Unit 2896 Box 4212
DPO AE 75649",Kathybury,AL,44543.0,230-32-0049,N,41,119,Y,6,L,Rent,MI,18372612,MKMZ55403562597725,Bachelor,A,Minor Loss,Ambulance,1.0,1.0,KY,Nolensville,12,AGENT00231,VNDR00373
A00000029,PLC00007965,03-03-2019,22-06-2020,15-06-2020,Mobile,166.59,1493,Shawn Saunders,"038 Watson Keys Apt. 168
Cassandrafort, PA 48381","3883 Huang Pine
Port Ashleyborough, WY 20537",Jasonburgh,GA,62339.0,363-80-4632,Y,50,77,Y,3,L,Rent,HI,73101079,RPBU20275160301728,Bachelor,A,Major Loss,None,0.0,1.0,DC,Glen Burnie,8,AGENT00482,None
A00000030,PLC00003009,22-12-2017,16-06-2020,20-05-2020,Motor,89.48,23946,Howard Smith,"291 Phillips Field
Nguyenmouth, GA 63045","64358 Dana Estate
Patrickside, MO 41835",Josephview,VT,22305.0,154-16-8898,Y,25,112,Y,2,M,Mortgage,LI,7387345,VOCG69511956471418,Bachelor,A,Minor Loss,None,1.0,0.0,GA,Savannah,3,AGENT00606,None
A00000031,PLC00009169,20-06-2013,04-07-2020,17-06-2020,Travel,144.51,15054,Barbara Powers,"608 Kevin Rue Apt. 724
Lake Angela, KS 47657","68067 Lee Roads
Garciatown, RI 00740",New Carolyn,DC,67552.0,385-82-9607,Y,54,77,Y,5,L,Rent,MI,799424,YRCO93707534908275,Bachelor,A,Major Loss,Ambulance,1.0,1.0,DC,Arvada,6,AGENT00642,VNDR00305
A00000032,PLC00009525,04-03-2018,14-06-2020,13-06-2020,Property,16.22,3818,Whitney Gonzales,"1982 Brian Ports Apt. 511
Maldonadobury, OR 64151","81867 Austin Camp Apt. 694
East Richard, UT 59357",South Aaron,AK,37669.0,888-87-0661,Y,43,73,Y,4,M,Rent,HI,33098572,ANTM72706390512969,High School,A,Minor Loss,Police,0.0,0.0,AL,Crofton,14,AGENT00403,VNDR00306
A00000033,PLC00006503,01-09-2019,07-06-2020,23-05-2020,Property,95.56,28192,Nicholas Roman,"41024 Brittany Canyon Suite 378
Port Carolynmouth, WA 83008","PSC 9705, Box 3527
APO AP 95231",Taylorview,MA,10001.0,559-05-9128,Y,34,87,Y,2,L,Own,LI,40158096,UACD60746283694076,Bachelor,A,Total Loss,Ambulance,1.0,1.0,AZ,Boulder,9,AGENT01026,VNDR00310
A00000034,PLC00000664,12-11-2015,13-06-2020,15-06-2020,Property,16.21,47493,Amy Lowe,"8764 Martin Mission
New Anthony, HI 63074","02259 Savannah Lights Suite 164
New Carlos, PA 15173",Maryshire,CT,80757.0,529-29-9192,Y,27,119,Y,2,L,Rent,MI,83557015,VZUG47334392160123,MD,A,Major Loss,Police,1.0,1.0,GA,Anchorage,1,AGENT00780,VNDR00319
A00000035,PLC00003563,04-09-2018,27-06-2020,24-05-2020,Health,105.67,688,Laura Davis,"0880 Stacy Squares
Devonborough, DE 56048","57260 Christine Estate Apt. 129
East Judy, NY 03295",Port Andrea,OK,75777.0,537-94-6385,N,42,102,Y,3,L,Mortgage,LI,29970973,KLBX51547433886192,High School,A,Minor Loss,Police,1.0,1.0,MA,Washington,2,AGENT00102,None
A00000036,PLC00000290,18-01-2015,30-05-2020,30-05-2020,Mobile,129.97,6818,Vernon Russell,"1792 Thomas Port Suite 393
Richardhaven, LA 27925","0010 Stephens Shores
Lake Annette, DE 80708",Taylorport,TN,49454.0,480-78-6356,N,31,87,Y,3,H,Own,HI,21161195,LPII49663783972951,Bachelor,A,Major Loss,Police,0.0,1.0,KY,Webster,4,AGENT00539,VNDR00190
A00000037,PLC00006117,11-08-2020,05-06-2020,05-06-2020,Motor,199.67,100,Nicole Miranda,"PSC 1339, Box 6653
APO AE 53471","249 Bell Freeway Suite 922
Amandaville, MA 05197",New Sheriborough,AZ,40034.0,157-78-0386,N,25,112,Y,6,L,Rent,HI,2389088,STQN31864941339631,Bachelor,A,Major Loss,Police,1.0,1.0,KY,Fayetteville,2,AGENT00762,None
A00000038,PLC00003897,14-02-2016,29-05-2020,29-05-2020,Life,13.67,215,William Garcia,"3538 Jennifer Island
Lopezfort, UT 17052","12070 Joanne Mountains Apt. 714
North Gabrielbury, MI 21828",South Stephaniehaven,MA,22403.0,600-66-0177,N,38,24,N,3,L,Rent,HI,16458943,CFSS35481401949233,Bachelor,D,Minor Loss,Ambulance,0.0,1.0,AL,Louisville,12,AGENT01098,VNDR00012
A00000039,PLC00005959,02-01-2014,18-06-2020,23-05-2020,Mobile,12.27,1636,William Adams,"41262 Porter Oval
New Jessicastad, WY 08309","Unit 0940 Box 7098
DPO AA 41466",East Dianeside,DC,772.0,123-13-4086,Y,44,57,Y,5,L,Rent,MI,12960304,PXRX54714120789524,High School,A,Major Loss,Ambulance,1.0,1.0,VT,Berkeley,3,AGENT00722,VNDR00316
A00000040,PLC00009874,06-01-2019,22-05-2020,18-06-2020,Life,171.11,21192,Michael Holt,"41582 Cohen Mill Suite 418
West Amanda, MS 91636","USCGC Shannon
FPO AA 69827",South Michaelbury,AZ,21281.0,805-34-8743,Y,55,83,N,6,M,Rent,LI,10979697,WOZB89433916878897,Masters,A,Minor Loss,Ambulance,1.0,1.0,VT,Arlington,4,AGENT00333,VNDR00056
A00000041,PLC00000246,06-07-2014,25-06-2020,09-06-2020,Travel,73.49,10025,Kayla Parrish,"091 Kyle Harbor
Jenniferfurt, NC 06981","5463 Bennett Run
Jenkinsburgh, MT 90589",Elliottville,CT,11213.0,594-71-2501,Y,30,114,Y,2,H,Mortgage,LI,45590140,VKUQ74187362633332,High School,D,Major Loss,Police,1.0,1.0,DC,Oklahoma City,12,AGENT01192,VNDR00389
A00000042,PLC00005005,19-05-2019,31-05-2020,27-05-2020,Motor,17.73,100,Theresa Ramsey,"133 Kristen Manor Suite 709
Kyletown, RI 44895","8694 Fuller Haven
South Jenniferfort, NY 77943",Edwardsside,AZ,47730.0,128-94-7982,N,28,95,Y,3,M,Own,LI,82589185,VKPS13821578146847,High School,A,Major Loss,Police,1.0,1.0,FL,Washington,20,AGENT00920,VNDR00523
A00000043,PLC00001109,27-04-2020,05-06-2020,04-06-2020,Property,136.5,11873,Elizabeth Hanna,"408 Maxwell Meadow Apt. 783
West Michael, AZ 03478","49726 Mann Ports Apt. 033
Thompsonville, TN 10475",Isaacville,AL,8240.0,437-56-9369,N,26,107,Y,2,M,Own,MI,37685019,QXLH17590984457715,Bachelor,A,Minor Loss,None,1.0,1.0,VT,Louisville,5,AGENT00666,VNDR00083
A00000044,PLC00004862,03-03-2012,04-06-2020,14-06-2020,Travel,166.57,12283,Catherine Johnson,"24022 Jackson Trail Apt. 040
East Victoria, WA 87473","014 Amanda Gateway Apt. 210
Jimmyfort, MN 76594",South Rodneymouth,AR,6643.0,355-26-1679,Y,40,89,Y,4,L,Rent,LI,32208743,DMRN06048521310923,Masters,A,Major Loss,None,1.0,1.0,CT,Hanford,9,AGENT00690,VNDR00177
A00000045,PLC00003892,26-02-2019,12-06-2020,27-06-2020,Life,98.14,25662,Brianna Foster,"476 Anderson Mount
East Joseph, MN 53336","39655 Michael Walks Suite 893
Lake Adrienne, NV 96618",Kingstad,TN,61149.0,634-27-5409,Y,25,72,Y,3,L,Rent,LI,12204535,IIJL19306078290108,Bachelor,A,Total Loss,None,0.0,1.0,TN,Montgomery,11,AGENT01038,VNDR00287
A00000046,PLC00000843,17-10-2012,28-06-2020,03-06-2020,Mobile,151.96,16537,Jesse Nelson,"6384 Singleton Shoal Apt. 410
Padillaland, IA 67372","34256 Diana Road Apt. 820
Melissafurt, OH 46756",West Brianland,AR,46805.0,405-67-4102,Y,41,74,Y,4,M,Mortgage,MI,88666080,HCXO84957280331053,Bachelor,A,Minor Loss,Other,1.0,1.0,VT,Panama City Beach,1,AGENT00841,VNDR00247
A00000047,PLC00008578,20-10-2018,19-06-2020,10-06-2020,Motor,21.96,3994,Angela Nelson,"3463 Ricky Trafficway
Lake Rebeccahaven, SC 47894","USCGC Graves
FPO AP 35225",Sotoview,AZ,94477.0,261-28-8409,Y,30,119,Y,2,M,Rent,MI,-2233998,YSMH90239233086661,Bachelor,A,Major Loss,None,0.0,1.0,DC,Manchester,8,AGENT01165,None
A00000048,PLC00004459,07-03-2020,13-06-2020,06-06-2020,Motor,184.35,25925,Steven Sims,"0419 Gina Field Apt. 999
Michaelberg, ND 63839","PSC 6595, Box 6548
APO AA 75565",Lake Valerieberg,CA,39028.0,524-20-6102,Y,25,119,Y,6,L,Own,HI,79465904,RYEQ45922816829042,Bachelor,A,Major Loss,Ambulance,1.0,1.0,DC,Nashville,3,AGENT00299,None
A00000049,PLC00006984,04-10-2018,04-06-2020,03-06-2020,Health,190.51,19030,Taylor Lucas,"25476 Dylan Station Apt. 610
Powellburgh, ME 07199","25582 Jennifer Villages
New Barryborough, MI 75224",New Kelly,CT,81361.0,374-92-2902,Y,25,98,Y,6,H,Rent,HI,13774795,OBBU05963510318699,Bachelor,A,Minor Loss,None,0.0,0.0,GA,Washington,0,AGENT00757,None
A00000050,PLC00006287,15-06-2019,03-07-2020,04-06-2020,Motor,199.67,7839,Michael Campbell,"13023 Monique Ways
Scottfurt, WA 64041","0466 Tiffany River Apt. 628
Davidbury, OR 01281",North Victoria,CA,81444.0,483-40-0320,Y,25,119,Y,6,M,Rent,MI,72468696,HFYR82729572291621,Bachelor,A,Minor Loss,Police,1.0,1.0,FL,Savannah,0,AGENT00685,None
A00000051,PLC00003297,01-05-2018,18-06-2020,11-06-2020,Mobile,184.05,6378,Michelle Mercado,"1283 Ewing Court
Johnsonfurt, MA 55551","60161 Jason Summit
New Michaelland, LA 06206",Lake Tarachester,AL,60964.0,506-08-0204,Y,48,111,Y,2,M,Own,LI,13375927,RSMT98850995623832,Bachelor,A,Major Loss,Other,1.0,0.0,KY,Montgomery,11,AGENT00111,VNDR00278
A00000052,PLC00007185,27-01-2018,15-06-2020,10-06-2020,Life,99.73,60461,Donna Marsh,"USS Carter
FPO AA 21571","4972 Watson Mountains Apt. 872
South Scott, OK 11551",West Sherry,CA,47707.0,013-73-2750,Y,37,78,Y,6,L,Own,HI,1888181,JMKJ26418093383075,Bachelor,A,Minor Loss,Police,1.0,1.0,CT,Panama City Beach,14,AGENT00947,VNDR00325
A00000053,PLC00007005,19-01-2020,08-06-2020,23-05-2020,Health,17.79,10771,Dawn Scott,"34994 Byrd Trace Suite 193
South Kevinstad, AL 64310","51200 Taylor Fork Suite 098
West Aliceville, NJ 30651",Patrickfort,AR,26024.0,599-44-0950,Y,52,96,Y,5,M,Rent,MI,15504231,TEBP36028219963853,Bachelor,A,Major Loss,Ambulance,0.0,1.0,CA,Montgomery,7,AGENT01006,None
A00000054,PLC00008517,18-06-2012,25-06-2020,27-05-2020,Motor,199.67,17133,Joel Howard,"8350 Ortiz Run
Port Austinstad, SC 51479","300 Brooks Shoals Apt. 503
East Lynn, MS 01792",Port Jeremy,MD,43443.0,405-67-4102,N,35,115,Y,4,L,Mortgage,LI,85988161,ZOCZ34663203596985,Bachelor,A,Major Loss,Ambulance,0.0,1.0,VT,Annapolis,14,AGENT00642,VNDR00228
A00000055,PLC00008417,08-07-2012,26-06-2020,22-06-2020,Travel,162.33,9436,Sean Buckley,"28082 Morris Corners
Port Leon, NJ 56382","71243 Parker Stream Apt. 471
North Justinport, NH 58804",New Angelaland,CT,48709.0,536-83-3407,N,39,109,Y,2,M,Mortgage,HI,31471914,PVZR93681926692470,Bachelor,A,Minor Loss,Police,1.0,1.0,AL,Nashville,21,AGENT01057,VNDR00500
A00000056,PLC00008417,10-08-2018,16-06-2020,09-06-2020,Travel,125.74,37712,Paige Rodriguez,"45525 Angela Ways Apt. 819
Tuckerland, MS 17410","USS Fischer
FPO AA 26308",Port Rachelbury,OK,27785.0,355-26-1679,N,55,55,N,2,H,Own,HI,20737931,MQMD34103727978137,Masters,A,Minor Loss,None,0.0,0.0,MA,Louisville,11,AGENT00009,VNDR00183
A00000057,PLC00008261,09-02-2016,30-05-2020,12-06-2020,Life,121.19,24479,Cole Howell,"6546 Edward Stravenue
Trevorton, NM 39917","77070 Bates Villages
Perezhaven, TX 22991",West Jamesshire,KY,93329.0,396-80-6943,Y,40,70,Y,4,H,Own,MI,15785215,GHBQ19479098557665,Bachelor,A,Major Loss,Police,1.0,0.0,AL,Boulder,5,AGENT00463,VNDR00081
A00000058,PLC00008260,19-11-2016,21-06-2020,10-06-2020,Property,164.78,54861,Jennifer Ruiz,"Unit 1240 Box 7592
DPO AA 95486","1173 Moore Fort
South Meganburgh, DE 33523",South Scottton,AZ,41946.0,378-36-0672,N,29,79,Y,2,L,Rent,HI,76404250,ZMFP97615973685999,High School,A,Major Loss,Police,1.0,1.0,CA,Nashville,0,AGENT00167,None
A00000059,PLC00000590,09-08-2011,10-06-2020,22-06-2020,Travel,77.82,6586,Zachary Green,"424 Chad Plains Apt. 467
Port Dianaville, NV 60767","83205 Smith Turnpike Suite 082
Martinside, DC 56215",Gabriellemouth,DC,24976.0,738-32-3834,Y,25,119,Y,5,L,Rent,HI,23388424,OLTN00131347454652,Bachelor,A,Major Loss,None,1.0,1.0,KY,Severn,6,AGENT00550,None
A00000060,PLC00000374,16-04-2015,10-06-2020,09-06-2020,Motor,13.38,35715,Kimberly Vargas,"583 Cook Village
Gomezside, IL 48078","91396 Whitaker Road Suite 882
East Lisa, IL 33340",Lake John,FL,93772.0,304-39-0718,Y,32,30,Y,7,H,Mortgage,HI,83577168,QVZJ82659124349692,High School,D,Major Loss,Other,1.0,0.0,CT,Annapolis,12,AGENT00673,None
A00000061,PLC00004707,27-11-2012,04-06-2020,05-06-2020,Property,147.44,4070,Robert Nunez,"235 Rebekah Park
Lake Davidton, KY 64930","7289 Green Causeway
New Robertmouth, VT 01270",South Neilburgh,KY,29650.0,192-61-1962,N,25,114,Y,2,M,Rent,LI,9394516,AEEL93789195335605,Bachelor,A,Minor Loss,None,1.0,1.0,KY,Nashville,5,AGENT00660,VNDR00204
A00000062,PLC00007681,13-03-2017,31-05-2020,27-05-2020,Property,87.68,9868,Dillon Valentine,"77644 Sheila Manor
East Thomas, RI 33367","453 Patricia Neck Suite 655
West Jennifer, OR 11116",Lake Brandy,OK,32526.0,463-16-7100,Y,25,81,Y,6,M,Rent,LI,22489056,IJBO81336399492563,MD,A,Minor Loss,Ambulance,0.0,1.0,AK,Oklahoma City,13,AGENT00242,None
